paper_id|title|link|keywords|abstract
event-18372|Human-in-the-loop: Provably Efficient Preference-based Reinforcement Learning with General Function Approximation|https://icml.cc/virtual/2022/spotlight/18372||
event-17266|Marginal Distribution Adaptation for Discrete Sets via Module-Oriented Divergence Minimization|https://icml.cc/virtual/2022/spotlight/17266||
event-17938|Approximate Frank-Wolfe Algorithms over Graph-structured Support Sets|https://icml.cc/virtual/2022/spotlight/17938||
event-17608|Stochastic Contextual Dueling Bandits under Linear Stochastic Transitivity Models|https://icml.cc/virtual/2022/spotlight/17608||
event-18048|Efficient Variance Reduction for Meta-learning|https://icml.cc/virtual/2022/spotlight/18048||
event-16902|Public Data-Assisted Mirror Descent for Private Model Training|https://icml.cc/virtual/2022/spotlight/16902||
event-18330|Double Sampling Randomized Smoothing|https://icml.cc/virtual/2022/spotlight/18330||
event-17412|On Collective Robustness of Bagging Against Data Poisoning|https://icml.cc/virtual/2022/spotlight/17412||
event-18014|Neural Fisher Discriminant Analysis: Optimal Neural Network Embeddings in Polynomial Time|https://icml.cc/virtual/2022/spotlight/18014||
event-18022|Learning to Incorporate Texture Saliency Adaptive Attention to Image Cartoonization|https://icml.cc/virtual/2022/spotlight/18022||
event-18226|Branchformer: Parallel MLP-Attention Architectures to Capture Local and Global Context for Speech Recognition and Understanding|https://icml.cc/virtual/2022/spotlight/18226||
event-17214|Fishr: Invariant Gradient Variances for Out-of-Distribution Generalization|https://icml.cc/virtual/2022/spotlight/17214||
event-17676|Optimal and Efficient Dynamic Regret Algorithms for Non-Stationary Dueling Bandits|https://icml.cc/virtual/2022/spotlight/17676||
event-18366|TPC: Transformation-Specific Smoothing for Point Cloud Models|https://icml.cc/virtual/2022/spotlight/18366||
event-18020|Hindering Adversarial Attacks with Implicit Neural Representations|https://icml.cc/virtual/2022/spotlight/18020||
event-18056|Generalizing to Evolving Domains with Latent Structure-Aware Sequential Autoencoder|https://icml.cc/virtual/2022/spotlight/18056||
event-17802|Low-Complexity Deep Convolutional Neural Networks on Fully Homomorphic Encryption Using Multiplexed Parallel Convolutions|https://icml.cc/virtual/2022/spotlight/17802||
event-18332|Active Sampling for Min-Max Fairness|https://icml.cc/virtual/2022/spotlight/18332||
event-17752|Online Nonsubmodular Minimization with Delayed Costs: From Full Information to Bandit Feedback|https://icml.cc/virtual/2022/spotlight/17752||
event-18350|From Noisy Prediction to True Label: Noisy Prediction Calibration via Generative Model|https://icml.cc/virtual/2022/spotlight/18350||
event-18248|Robin Hood and Matthew Effects: Differential Privacy Has Disparate Impact on Synthetic Data|https://icml.cc/virtual/2022/spotlight/18248||
event-18034|Region-Based Semantic Factorization in GANs|https://icml.cc/virtual/2022/spotlight/18034||
event-16472|ROCK: Causal Inference Principles for Reasoning about Commonsense Causality|https://icml.cc/virtual/2022/spotlight/16472||
event-18106|Partial disentanglement for domain adaptation|https://icml.cc/virtual/2022/spotlight/18106||
event-16028|An iterative clustering algorithm for the Contextual Stochastic Block Model with optimality guarantees|https://icml.cc/virtual/2022/spotlight/16028||
event-16274|Additive Gaussian Processes Revisited|https://icml.cc/virtual/2022/spotlight/16274||
event-17146|pathGCN: Learning General Graph Spatial Operators from Paths|https://icml.cc/virtual/2022/spotlight/17146||
event-17256|Robust Group Synchronization via Quadratic Programming|https://icml.cc/virtual/2022/spotlight/17256||
event-16722|Meaningfully debugging model mistakes using conceptual counterfactual explanations|https://icml.cc/virtual/2022/spotlight/16722||
event-17488|Online Continual Learning through Mutual Information Maximization|https://icml.cc/virtual/2022/spotlight/17488||
event-17508|Learning Iterative Reasoning through Energy Minimization|https://icml.cc/virtual/2022/spotlight/17508||
event-17242|Graph-Coupled Oscillator Networks|https://icml.cc/virtual/2022/spotlight/17242||
event-17464|UAST: Uncertainty-Aware Siamese Tracking|https://icml.cc/virtual/2022/spotlight/17464||
event-16816|Measuring the Effect of Training Data on Deep Learning Predictions via Randomized Experiments|https://icml.cc/virtual/2022/spotlight/16816||
event-16336|Probabilistic ODE Solutions in Millions of Dimensions|https://icml.cc/virtual/2022/spotlight/16336||
event-16062|Smoothed Adaptive Weighting for Imbalanced Semi-Supervised Learning: Improve Reliability Against Unknown Distribution Data|https://icml.cc/virtual/2022/spotlight/16062||
event-17550|DepthShrinker: A New Compression Paradigm Towards Boosting Real-Hardware Efficiency of Compact Neural Networks|https://icml.cc/virtual/2022/spotlight/17550||
event-16964|Robust Counterfactual Explanations for Tree-Based Ensembles|https://icml.cc/virtual/2022/spotlight/16964||
event-16070|Class-Imbalanced Semi-Supervised Learning with Adaptive Thresholding|https://icml.cc/virtual/2022/spotlight/16070||
event-17624|You Only Cut Once: Boosting Data Augmentation with a Single Cut|https://icml.cc/virtual/2022/spotlight/17624||
event-17218|Adaptive Gaussian Process Change Point Detection|https://icml.cc/virtual/2022/spotlight/17218||
event-17408|HousE: Knowledge Graph Embedding with Householder Parameterization|https://icml.cc/virtual/2022/spotlight/17408||
event-17430|Interpretable and Generalizable Graph Learning via Stochastic Attention Mechanism|https://icml.cc/virtual/2022/spotlight/17430||
event-16874|Volatility Based Kernels and Moving Average Means for Accurate Forecasting with Gaussian Processes|https://icml.cc/virtual/2022/spotlight/16874||
event-17262|A Rigorous Study of Integrated Gradients Method and Extensions to Internal Neuron Attributions|https://icml.cc/virtual/2022/spotlight/17262||
event-17652|Generative Modeling for Multi-task Visual Learning|https://icml.cc/virtual/2022/spotlight/17652||
event-17728|PoF: Post-Training of Feature Extractor for Improving Generalization|https://icml.cc/virtual/2022/spotlight/17728||
event-17366|Estimating and Penalizing Induced Preference Shifts in Recommender Systems|https://icml.cc/virtual/2022/spotlight/17366||
event-16002|Massively Parallel k -Means Clustering for Perturbation Resilient Instances|https://icml.cc/virtual/2022/spotlight/16002||
event-15992|Learning to Hash Robustly, Guaranteed|https://icml.cc/virtual/2022/spotlight/15992||
event-16118|Stochastic Reweighted Gradient Descent|https://icml.cc/virtual/2022/spotlight/16118||
event-18152|Meta-Learning Hypothesis Spaces for Sequential Decision-making|https://icml.cc/virtual/2022/spotlight/18152||
event-17838|Improving Ensemble Distillation With Weight Averaging and Diversifying Perturbation|https://icml.cc/virtual/2022/spotlight/17838||
event-17812|AnyMorph: Learning Transferable Polices By Inferring Agent Morphology|https://icml.cc/virtual/2022/spotlight/17812||
event-17688|HyperTransformer: Model Generation for Supervised and Semi-Supervised Few-Shot Learning|https://icml.cc/virtual/2022/spotlight/17688||
event-17578|ProGCL: Rethinking Hard Negative Mining in Graph Contrastive Learning|https://icml.cc/virtual/2022/spotlight/17578||
event-17164|Fenrir: Physics-Enhanced Regression for Initial Value Problems|https://icml.cc/virtual/2022/spotlight/17164||
event-17856|Parametric Visual Program Induction with Function Modularization|https://icml.cc/virtual/2022/spotlight/17856||
event-17620|Variational nearest neighbor Gaussian process|https://icml.cc/virtual/2022/spotlight/17620||
event-17996|DreamerPro: Reconstruction-Free Model-Based Reinforcement Learning with Prototypical Representations|https://icml.cc/virtual/2022/spotlight/17996||
event-17630|G 2 CN: Graph Gaussian Convolution Networks with Concentrated Graph Filters|https://icml.cc/virtual/2022/spotlight/17630||
event-17964|A Tighter Analysis of Spectral Clustering, and Beyond|https://icml.cc/virtual/2022/spotlight/17964||
event-16102|Residual-Based Sampling for Online Outlier-Robust PCA|https://icml.cc/virtual/2022/spotlight/16102||
event-16724|Sharpened Quasi-Newton Methods: Faster Superlinear Rate and Larger Local Convergence Neighborhood|https://icml.cc/virtual/2022/spotlight/16724||
event-17894|Set Based Stochastic Subsampling|https://icml.cc/virtual/2022/spotlight/17894||
event-16374|Policy Gradient Method For Robust Reinforcement Learning|https://icml.cc/virtual/2022/spotlight/16374||
event-17446|Framework for Evaluating Faithfulness of Local Explanations|https://icml.cc/virtual/2022/spotlight/17446||
event-18002|Stabilizing Off-Policy Deep Reinforcement Learning from Pixels|https://icml.cc/virtual/2022/spotlight/18002||
event-16452|A query-optimal algorithm for finding counterfactuals|https://icml.cc/virtual/2022/spotlight/16452||
event-17682|SpeqNets: Sparsity-aware permutation-equivariant graph networks|https://icml.cc/virtual/2022/spotlight/17682||
event-16834|Image-to-Image Regression with Distribution-Free Uncertainty Quantification and Applications in Imaging|https://icml.cc/virtual/2022/spotlight/16834||
event-17562|A Consistent and Efficient Evaluation Strategy for Attribution Methods|https://icml.cc/virtual/2022/spotlight/17562||
event-16538|Scaling Gaussian Process Optimization by Evaluating a Few Unique Candidates Multiple Times|https://icml.cc/virtual/2022/spotlight/16538||
event-16460|Linear Bandit Algorithms with Sublinear Time Complexity|https://icml.cc/virtual/2022/spotlight/16460||
event-17084|FedNL: Making Newton-Type Methods Applicable to Federated Learning|https://icml.cc/virtual/2022/spotlight/17084||
event-18116|Influence-Augmented Local Simulators: a Scalable Solution for Fast Deep RL in Large Networked Systems|https://icml.cc/virtual/2022/spotlight/18116||
event-16502|Streaming Algorithms for Support-Aware Histograms|https://icml.cc/virtual/2022/spotlight/16502||
event-16654|Quantum-Inspired Algorithms from Randomized Numerical Linear Algebra|https://icml.cc/virtual/2022/spotlight/16654||
event-16520|Power-Law Escape Rate of SGD|https://icml.cc/virtual/2022/spotlight/16520||
event-18046|CtrlFormer: Learning Transferable State Representation for Visual Control via Transformer|https://icml.cc/virtual/2022/spotlight/18046||
event-18050|Generalizing to New Physical Systems via Context-Informed Dynamics Model|https://icml.cc/virtual/2022/spotlight/18050||
event-17888|Variational Feature Pyramid Networks|https://icml.cc/virtual/2022/spotlight/17888||
event-17742|Spectral Representation of Robustness Measures for Optimization Under Input Uncertainty|https://icml.cc/virtual/2022/spotlight/17742||
event-16872|On Finite-Sample Identifiability of Contrastive Learning-Based Nonlinear Independent Component Analysis|https://icml.cc/virtual/2022/spotlight/16872||
event-17912|Deep Neural Network Fusion via Graph Matching with Applications to Model Ensemble and Federated Learning|https://icml.cc/virtual/2022/spotlight/17912||
event-17716|Label-Descriptive Patterns and Their Application to Characterizing Classification Errors|https://icml.cc/virtual/2022/spotlight/17716||
event-17000|Revisiting Contrastive Learning through the Lens of Neighborhood Component Analysis: an Integrated Framework|https://icml.cc/virtual/2022/spotlight/17000||
event-18268|Position Prediction as an Effective Pretraining Strategy|https://icml.cc/virtual/2022/spotlight/18268||
event-17790|Bayesian Optimization under Stochastic Delayed Feedback|https://icml.cc/virtual/2022/spotlight/17790||
event-18084|Self-conditioning Pre-Trained Language Models|https://icml.cc/virtual/2022/spotlight/18084||
event-18104|TAM: Topology-Aware Margin Loss for Class-Imbalanced Node Classification|https://icml.cc/virtual/2022/spotlight/18104||
event-17484|Dimension-free Complexity Bounds for High-order Nonconvex Finite-sum Optimization|https://icml.cc/virtual/2022/spotlight/17484||
event-17800|Bayesian Optimization for Distributionally Robust Chance-constrained Problem|https://icml.cc/virtual/2022/spotlight/17800||
event-18302|Orchestra: Unsupervised Federated Learning via Globally Consistent Clustering|https://icml.cc/virtual/2022/spotlight/18302||
event-17872|XAI for Transformers: Better Explanations through Conservative Propagation|https://icml.cc/virtual/2022/spotlight/17872||
event-18166|VLMixer: Unpaired Vision-Language Pre-training via Cross-Modal CutMix|https://icml.cc/virtual/2022/spotlight/18166||
event-17130|Open-Sampling: Exploring Out-of-Distribution data for Re-balancing Long-tailed datasets|https://icml.cc/virtual/2022/spotlight/17130||
event-17880|Efficient Distributionally Robust Bayesian Optimization with Worst-case Sensitivity|https://icml.cc/virtual/2022/spotlight/17880||
event-18168|Neural Implicit Dictionary Learning via Mixture-of-Expert Training|https://icml.cc/virtual/2022/spotlight/18168||
event-17374|Value Function based Difference-of-Convex Algorithm for Bilevel Hyperparameter Selection Problems|https://icml.cc/virtual/2022/spotlight/17374||
event-17276|Confidence Score for Source-Free Unsupervised Domain Adaptation|https://icml.cc/virtual/2022/spotlight/17276||
event-18176|Deep and Flexible Graph Neural Architecture Search|https://icml.cc/virtual/2022/spotlight/18176||
event-18220|Lyapunov Density Models: Constraining Distribution Shift in Learning-Based Control|https://icml.cc/virtual/2022/spotlight/18220||
event-17026|Correlated Quantization for Distributed Mean Estimation and Optimization|https://icml.cc/virtual/2022/spotlight/17026||
event-18266|Bitwidth Heterogeneous Federated Learning with Progressive Weight Dequantization|https://icml.cc/virtual/2022/spotlight/18266||
event-16556|Faster Algorithms for Learning Convex Functions|https://icml.cc/virtual/2022/spotlight/16556||
event-17920|Quantification and Analysis of Layer-wise and Pixel-wise Information Discarding|https://icml.cc/virtual/2022/spotlight/17920||
event-16746|Feature selection using e-values|https://icml.cc/virtual/2022/spotlight/16746||
event-18276|PMIC: Improving Multi-Agent Reinforcement Learning with Progressive Mutual Information Collaboration|https://icml.cc/virtual/2022/spotlight/18276||
event-17892|Probabilistic Bilevel Coreset Selection|https://icml.cc/virtual/2022/spotlight/17892||
event-18122|GNNRank: Learning Global Rankings from Pairwise Comparisons via Directed Graph Neural Networks|https://icml.cc/virtual/2022/spotlight/18122||
event-17664|Gradient Based Clustering|https://icml.cc/virtual/2022/spotlight/17664||
event-18306|Penalizing Gradient Norm for Efficiently Improving Generalization in Deep Learning|https://icml.cc/virtual/2022/spotlight/18306||
event-17690|Interpretable Off-Policy Learning via Hyperbox Search|https://icml.cc/virtual/2022/spotlight/17690||
event-18032|Improved Convergence Rates for Sparse Approximation Methods in Kernel-Based Learning|https://icml.cc/virtual/2022/spotlight/18032||
event-17290|Multiple-Play Stochastic Bandits with Shareable Finite-Capacity Arms|https://icml.cc/virtual/2022/spotlight/17290||
event-18244|Time Is MattEr: Temporal Self-supervision for Video Transformers|https://icml.cc/virtual/2022/spotlight/18244||
event-18414|Scalable First-Order Bayesian Optimization via Structured Automatic Differentiation|https://icml.cc/virtual/2022/spotlight/18414||
event-16966|ActiveHedge: Hedge meets Active Learning|https://icml.cc/virtual/2022/spotlight/16966||
event-17786|Global Optimization of K-Center Clustering|https://icml.cc/virtual/2022/spotlight/17786||
event-18344|Supervised Off-Policy Ranking|https://icml.cc/virtual/2022/spotlight/18344||
event-18354|Linear-Time Gromov Wasserstein Distances using Low Rank Couplings and Costs|https://icml.cc/virtual/2022/spotlight/18354||
event-18126|Large-Scale Graph Neural Architecture Search|https://icml.cc/virtual/2022/spotlight/18126||
event-17976|Neuron Dependency Graphs: A Causal Abstraction of Neural Networks|https://icml.cc/virtual/2022/spotlight/17976||
event-18312|Knowledge Base Question Answering by Case-based Reasoning over Subgraphs|https://icml.cc/virtual/2022/spotlight/18312||
event-16914|Coordinated Attacks against Contextual Bandits: Fundamental Limits and Defense Mechanisms|https://icml.cc/virtual/2022/spotlight/16914||
event-18378|Benchmarking and Analyzing Point Cloud Classification under Corruptions|https://icml.cc/virtual/2022/spotlight/18378||
event-18408|The Primacy Bias in Deep Reinforcement Learning|https://icml.cc/virtual/2022/spotlight/18408||
event-17340|One-Pass Algorithms for MAP Inference of Nonsymmetric Determinantal Point Processes|https://icml.cc/virtual/2022/spotlight/17340||
event-18412|When AUC meets DRO: Optimizing Partial AUC for Deep Learning with Non-Convex Convergence Guarantee|https://icml.cc/virtual/2022/spotlight/18412||
event-18404|Understanding The Robustness in Vision Transformers|https://icml.cc/virtual/2022/spotlight/18404||
event-18368|On Implicit Bias in Overparameterized Bilevel Optimization|https://icml.cc/virtual/2022/spotlight/18368||
event-18148|Optimization-Induced Graph Implicit Nonlinear Diffusion|https://icml.cc/virtual/2022/spotlight/18148||
event-18200|On the Adversarial Robustness of Causal Algorithmic Recourse|https://icml.cc/virtual/2022/spotlight/18200||
event-17902|Latent Outlier Exposure for Anomaly Detection with Contaminated Data|https://icml.cc/virtual/2022/spotlight/17902||
event-17832|The Algebraic Path Problem for Graph Metrics|https://icml.cc/virtual/2022/spotlight/17832||
event-18258|Knowledge-Grounded Self-Rationalization via Extractive and Natural Language Explanations|https://icml.cc/virtual/2022/spotlight/18258||
event-18340|Steerable 3D Spherical Neurons|https://icml.cc/virtual/2022/spotlight/18340||
event-17360|Deciphering Lasso-based Classification Through a Large Dimensional Analysis of the Iterative Soft-Thresholding Algorithm|https://icml.cc/virtual/2022/spotlight/17360||
event-18410|Regularizing a Model-based Policy Stationary Distribution to Stabilize Offline Reinforcement Learning|https://icml.cc/virtual/2022/spotlight/18410||
event-16344|Modeling Irregular Time Series with Continuous Recurrent Units|https://icml.cc/virtual/2022/spotlight/16344||
event-16090|Prototype Based Classification from Hierarchy to Fairness|https://icml.cc/virtual/2022/spotlight/16090||
event-17106|Model-Free Opponent Shaping|https://icml.cc/virtual/2022/spotlight/17106||
event-15958|Bayesian Nonparametric Learning for Point Processes with Spatial Homogeneity: A Spatial Analysis of NBA Shot Locations|https://icml.cc/virtual/2022/spotlight/15958||
